Date,Year,Month,Recession,Consumer_Confidence,Seasonality_Weight,Price,Advertising_Expenditure,Competition,GDP,Growth_Rate,unemployment_rate,Automobile_Sales,Vehicle_Type,City
2002-06-30,2002,Jun,0,103.52,0.96,30966,2202,6,62.96,0.31,2.3,2910,MediumFamilyCar,California
2002-06-30,2002,Jun,0,103.52,0.75,21218,2202,6,62.96,0.31,2.3,2841,SmallFamilyCar,California
2002-07-31,2002,Jul,0,99.08,0.5,34944,2205,5,20.08,-2.14,1.6,2238,MediumFamilyCar,New York
2002-07-31,2002,Jul,0,99.08,0.5,15629,2205,5,20.08,-2.14,1.6,2240,SuperMiniCar,New York
2002-07-31,2002,Jul,0,99.08,0.5,25016,2205,5,20.08,-2.14,1.6,2158,SmallFamilyCar,New York
2002-07-31,2002,Jul,0,99.08,0.5,77098,2205,5,20.08,-2.14,1.6,2153,Sports,New York
2002-08-31,2002,Aug,0,105.03,0.25,33432,1663,6,58.35,0.66,1.5,824,MediumFamilyCar,California
2002-08-31,2002,Aug,0,105.03,0.25,15269,1663,6,58.35,0.66,1.5,808,SuperMiniCar,California
2002-08-31,2002,Aug,0,105.03,0.25,50255,1663,6,58.35,0.66,1.5,900,ExecutiveCar,California
2002-08-31,2002,Aug,0,105.03,0.25,76546,1663,6,58.35,0.66,1.5,816,Sports,California
2002-09-30,2002,Sep,0,103.84,0.86,26881,1024,9,19.74,-1.96,1.7,2934,SmallFamilyCar,Illinois
2002-09-30,2002,Sep,0,103.84,0.79,54804,1024,9,19.74,-1.96,1.7,2962,ExecutiveCar,Illinois
2002-09-30,2002,Sep,0,103.84,0.95,79561,1024,9,19.74,-1.96,1.7,2958,Sports,Illinois
2002-09-30,2002,Sep,0,103.84,0.85,30688,1024,9,19.74,-1.96,1.7,2960,MediumFamilyCar,Illinois
2002-09-30,2002,Sep,0,103.84,0.81,17639,1024,9,19.74,-1.96,1.7,2975,SuperMiniCar,Illinois
2002-10-31,2002,Oct,0,110.31,0.6896319740210523,71986,2990,5,58.56,0.66,2.7,2624,Sports,California
2002-10-31,2002,Oct,0,110.31,0.6019382122237145,34243,2990,5,58.56,0.66,2.7,2625,MediumFamilyCar,California
2002-10-31,2002,Oct,0,110.31,0.6282994323322669,16993,2990,5,58.56,0.66,2.7,2624,SuperMiniCar,California
2002-10-31,2002,Oct,0,110.31,0.6386806447809532,51838,2990,5,58.56,0.66,2.7,2632,ExecutiveCar,California
2002-11-30,2002,Nov,0,108.74,0.8407418072528181,21355,2203,9,28.5,-1.06,1.2,3798,SmallFamilyCar,California
2002-11-30,2002,Nov,0,108.74,0.8981805894917378,33701,2203,9,28.5,-1.06,1.2,3748,MediumFamilyCar,California
2002-11-30,2002,Nov,0,108.74,0.8810310939495014,78338,2203,9,28.5,-1.06,1.2,3733,Sports,California
2002-11-30,2002,Nov,0,108.74,0.8205378195385389,50009,2203,9,28.5,-1.06,1.2,3765,ExecutiveCar,California
2002-12-31,2002,Dec,0,107.68,1.34,24265,1709,5,63.37,0.55,1.9,4245,SmallFamilyCar,New York
2002-12-31,2002,Dec,0,107.68,1.32,72911,1709,5,63.37,0.55,1.9,4193,Sports,New York
2002-12-31,2002,Dec,0,107.68,1.26,17891,1709,5,63.37,0.55,1.9,4192,SuperMiniCar,New York
2002-12-31,2002,Dec,0,107.68,1.09,52871,1709,5,63.37,0.55,1.9,4243,ExecutiveCar,New York
2002-12-31,2002,Dec,0,107.68,1.25,38533,1709,5,63.37,0.55,1.9,4206,MediumFamilyCar,New York
2003-01-31,2003,Jan,0,131.05,0.39,35182,4572,6,67.25,0.06,2.4,1858,MediumFamilyCar,Georgia
2003-01-31,2003,Jan,0,131.05,0.48,71734,4572,6,67.25,0.06,2.4,1852,Sports,Georgia
2003-01-31,2003,Jan,0,131.05,0.38,58989,4572,6,67.25,0.06,2.4,1862,ExecutiveCar,Georgia
2003-01-31,2003,Jan,0,131.05,0.4,24616,4572,6,67.25,0.06,2.4,1826,SmallFamilyCar,Georgia
2003-01-31,2003,Jan,0,131.05,0.39,19957,4572,6,67.25,0.06,2.4,1822,SuperMiniCar,Georgia
2003-02-28,2003,Feb,0,103.47,0.42,57409,2879,5,21.13,-2.18,2.1,278,ExecutiveCar,Illinois
2003-02-28,2003,Feb,0,103.47,0.47,18432,2879,5,21.13,-2.18,2.1,298,SuperMiniCar,Illinois
2003-02-28,2003,Feb,0,103.47,0.37,39916,2879,5,21.13,-2.18,2.1,302,MediumFamilyCar,Illinois
2003-03-31,2003,Mar,0,125.94,0.83,16280,2184,5,39.34,0.46,2.9,6028,SuperMiniCar,Georgia
2003-03-31,2003,Mar,0,125.94,0.92,25582,2184,5,39.34,0.46,2.9,5958,SmallFamilyCar,Georgia
2003-03-31,2003,Mar,0,125.94,0.89,71843,2184,5,39.34,0.46,2.9,6021,Sports,Georgia
2003-03-31,2003,Mar,0,125.94,0.78,57418,2184,5,39.34,0.46,2.9,6026,ExecutiveCar,Georgia
2003-04-30,2003,Apr,0,104.12,1.0,17360,3224,4,69.4,0.43,2.7,1505,SuperMiniCar,New York
2003-04-30,2003,Apr,0,104.12,1.0,55124,3224,4,69.4,0.43,2.7,1478,ExecutiveCar,New York
2003-04-30,2003,Apr,0,104.12,1.0,24135,3224,4,69.4,0.43,2.7,1518,SmallFamilyCar,New York
2003-05-31,2003,May,0,99.17,1.5,21560,1284,7,40.54,-0.71,1.5,2672,SmallFamilyCar,Georgia
2003-05-31,2003,May,0,99.17,1.5,78680,1284,7,40.54,-0.71,1.5,2687,Sports,Georgia
2003-05-31,2003,May,0,99.17,1.5,36704,1284,7,40.54,-0.71,1.5,2646,MediumFamilyCar,Georgia
2003-05-31,2003,May,0,99.17,1.5,15575,1284,7,40.54,-0.71,1.5,2653,SuperMiniCar,Georgia
2003-05-31,2003,May,0,99.17,1.5,51015,1284,7,40.54,-0.71,1.5,2661,ExecutiveCar,Georgia
2003-06-30,2003,Jun,0,96.27,0.81,16307,1062,7,62.59,0.35,3.0,3064,SuperMiniCar,California
2003-06-30,2003,Jun,0,96.27,0.76,52193,1062,7,62.59,0.35,3.0,3140,ExecutiveCar,California
2003-06-30,2003,Jun,0,96.27,0.79,27428,1062,7,62.59,0.35,3.0,3104,SmallFamilyCar,California
2003-06-30,2003,Jun,0,96.27,0.78,34422,1062,7,62.59,0.35,3.0,3116,MediumFamilyCar,California
2003-06-30,2003,Jun,0,96.27,0.81,72976,1062,7,62.59,0.35,3.0,3114,Sports,California
2003-07-31,2003,Jul,0,115.1,0.5,39984,2002,8,46.65,-0.34,2.2,4075,MediumFamilyCar,Georgia
2003-07-31,2003,Jul,0,115.1,0.5,21418,2002,8,46.65,-0.34,2.2,4102,SmallFamilyCar,Georgia
2003-07-31,2003,Jul,0,115.1,0.5,18192,2002,8,46.65,-0.34,2.2,4147,SuperMiniCar,Georgia
2003-07-31,2003,Jul,0,115.1,0.5,71959,2002,8,46.65,-0.34,2.2,4072,Sports,Georgia
2003-07-31,2003,Jul,0,115.1,0.5,58415,2002,8,46.65,-0.34,2.2,4118,ExecutiveCar,Georgia
2003-08-31,2003,Aug,0,116.41,0.25,57449,1661,8,34.27,-0.36,2.0,3996,ExecutiveCar,Georgia
2003-08-31,2003,Aug,0,116.41,0.25,18178,1661,8,34.27,-0.36,2.0,3991,SuperMiniCar,Georgia
2003-08-31,2003,Aug,0,116.41,0.25,20954,1661,8,34.27,-0.36,2.0,3954,SmallFamilyCar,Georgia
2003-08-31,2003,Aug,0,116.41,0.25,75759,1661,8,34.27,-0.36,2.0,3979,Sports,Georgia
2003-09-30,2003,Sep,0,106.0,0.77,76694,3713,4,29.08,-0.18,2.9,5501,Sports,New York
2003-09-30,2003,Sep,0,106.0,0.96,17734,3713,4,29.08,-0.18,2.9,5482,SuperMiniCar,New York
2003-09-30,2003,Sep,0,106.0,0.86,31759,3713,4,29.08,-0.18,2.9,5457,MediumFamilyCar,New York
2003-09-30,2003,Sep,0,106.0,0.84,27393,3713,4,29.08,-0.18,2.9,5457,SmallFamilyCar,New York
2003-10-31,2003,Oct,0,111.34,0.6477849240025131,17212,3203,8,24.29,-0.2,1.1,814,SuperMiniCar,California
2003-10-31,2003,Oct,0,111.34,0.6149815429075961,54158,3203,8,24.29,-0.2,1.1,808,ExecutiveCar,California
2003-10-31,2003,Oct,0,111.34,0.6529204800988233,20983,3203,8,24.29,-0.2,1.1,858,SmallFamilyCar,California
2003-10-31,2003,Oct,0,111.34,0.6209379281417718,39181,3203,8,24.29,-0.2,1.1,862,MediumFamilyCar,California
2003-11-30,2003,Nov,0,87.23,0.8577294223016398,72385,4953,9,56.68,0.57,2.5,3967,Sports,New York
2003-11-30,2003,Nov,0,87.23,0.8161484847377901,53925,4953,9,56.68,0.57,2.5,3923,ExecutiveCar,New York
2003-11-30,2003,Nov,0,87.23,0.8033436744974136,17352,4953,9,56.68,0.57,2.5,3971,SuperMiniCar,New York
2003-11-30,2003,Nov,0,87.23,0.8431888023211422,32482,4953,9,56.68,0.57,2.5,3905,MediumFamilyCar,New York
2003-11-30,2003,Nov,0,87.23,0.814943062393243,27291,4953,9,56.68,0.57,2.5,3960,SmallFamilyCar,New York
2003-12-31,2003,Dec,0,84.51,1.2,74736,2492,6,34.92,-0.62,2.4,5678,Sports,Illinois
2003-12-31,2003,Dec,0,84.51,1.18,56970,2492,6,34.92,-0.62,2.4,5652,ExecutiveCar,Illinois
2003-12-31,2003,Dec,0,84.51,1.19,20974,2492,6,34.92,-0.62,2.4,5673,SmallFamilyCar,Illinois
2003-12-31,2003,Dec,0,84.51,1.0,38058,2492,6,34.92,-0.62,2.4,5689,MediumFamilyCar,Illinois
2004-01-31,2004,Jan,0,112.46,0.44,56938,4120,3,42.15,0.17,2.4,2018,ExecutiveCar,New York
2004-01-31,2004,Jan,0,112.46,0.46,18568,4120,3,42.15,0.17,2.4,2032,SuperMiniCar,New York
2004-01-31,2004,Jan,0,112.46,0.49,24133,4120,3,42.15,0.17,2.4,2022,SmallFamilyCar,New York
2004-01-31,2004,Jan,0,112.46,0.4,71802,4120,3,42.15,0.17,2.4,2015,Sports,New York
2004-01-31,2004,Jan,0,112.46,0.4,30951,4120,3,42.15,0.17,2.4,1991,MediumFamilyCar,New York
2004-02-29,2004,Feb,0,98.73,0.47,54784,1966,9,41.06,-0.03,2.5,1929,ExecutiveCar,California
2004-02-29,2004,Feb,0,98.73,0.49,26471,1966,9,41.06,-0.03,2.5,1922,SmallFamilyCar,California
2004-02-29,2004,Feb,0,98.73,0.43,38914,1966,9,41.06,-0.03,2.5,1960,MediumFamilyCar,California
2004-02-29,2004,Feb,0,98.73,0.38,16655,1966,9,41.06,-0.03,2.5,1920,SuperMiniCar,California
2004-02-29,2004,Feb,0,98.73,0.42,78155,1966,9,41.06,-0.03,2.5,1966,Sports,California
2004-03-31,2004,Mar,0,107.49,0.96,16579,1848,3,45.98,0.11,3.0,9087,SuperMiniCar,California
2004-03-31,2004,Mar,0,107.49,0.95,78120,1848,3,45.98,0.11,3.0,9087,Sports,California
2004-03-31,2004,Mar,0,107.49,0.8,25370,1848,3,45.98,0.11,3.0,9027,SmallFamilyCar,California
2004-03-31,2004,Mar,0,107.49,0.81,32079,1848,3,45.98,0.11,3.0,9093,MediumFamilyCar,California
2004-03-31,2004,Mar,0,107.49,0.78,54000,1848,3,45.98,0.11,3.0,9029,ExecutiveCar,California
2004-04-30,2004,Apr,0,92.83,1.0,51633,2107,3,62.7,0.27,1.5,2886,ExecutiveCar,California
2004-04-30,2004,Apr,0,92.83,1.0,76616,2107,3,62.7,0.27,1.5,2827,Sports,California
2004-04-30,2004,Apr,0,92.83,1.0,17203,2107,3,62.7,0.27,1.5,2803,SuperMiniCar,California
2004-04-30,2004,Apr,0,92.83,1.0,32717,2107,3,62.7,0.27,1.5,2851,MediumFamilyCar,California
2004-04-30,2004,Apr,0,92.83,1.0,23972,2107,3,62.7,0.27,1.5,2801,SmallFamilyCar,California
2004-05-31,2004,May,0,116.57,1.5,16390,4432,4,69.38,0.1,1.1,1141,SuperMiniCar,California
2004-05-31,2004,May,0,116.57,1.5,57266,4432,4,69.38,0.1,1.1,1167,ExecutiveCar,California
2004-05-31,2004,May,0,116.57,1.5,75534,4432,4,69.38,0.1,1.1,1124,Sports,California
2004-05-31,2004,May,0,116.57,1.5,25295,4432,4,69.38,0.1,1.1,1171,SmallFamilyCar,California
2004-06-30,2004,Jun,0,84.6,0.75,58702,1688,9,36.14,-0.92,2.6,8429,ExecutiveCar,Illinois
2004-06-30,2004,Jun,0,84.6,0.88,25721,1688,9,36.14,-0.92,2.6,8511,SmallFamilyCar,Illinois
2004-06-30,2004,Jun,0,84.6,0.77,74061,1688,9,36.14,-0.92,2.6,8435,Sports,Illinois
2004-07-31,2004,Jul,0,86.14,0.5,70262,1147,4,60.5,0.4,1.7,3324,Sports,Illinois
2004-07-31,2004,Jul,0,86.14,0.5,34524,1147,4,60.5,0.4,1.7,3338,MediumFamilyCar,Illinois
2004-07-31,2004,Jul,0,86.14,0.5,20913,1147,4,60.5,0.4,1.7,3320,SmallFamilyCar,Illinois
2004-07-31,2004,Jul,0,86.14,0.5,50384,1147,4,60.5,0.4,1.7,3264,ExecutiveCar,Illinois
2004-08-31,2004,Aug,0,114.44,0.25,76287,4701,5,56.84,-0.06,1.5,3827,Sports,New York
2004-08-31,2004,Aug,0,114.44,0.25,24549,4701,5,56.84,-0.06,1.5,3791,SmallFamilyCar,New York
2004-08-31,2004,Aug,0,114.44,0.25,39692,4701,5,56.84,-0.06,1.5,3881,MediumFamilyCar,New York
2004-09-30,2004,Sep,0,73.9,1.0,38477,1341,3,45.76,-0.24,1.3,6209,MediumFamilyCar,California
2004-09-30,2004,Sep,0,73.9,0.89,50404,1341,3,45.76,-0.24,1.3,6237,ExecutiveCar,California
2004-09-30,2004,Sep,0,73.9,0.76,20036,1341,3,45.76,-0.24,1.3,6252,SmallFamilyCar,California
2004-09-30,2004,Sep,0,73.9,0.8,78815,1341,3,45.76,-0.24,1.3,6276,Sports,California
2004-10-31,2004,Oct,0,103.79,0.6303628802721295,79208,3523,6,67.95,0.33,2.2,1365,Sports,Illinois
2004-10-31,2004,Oct,0,103.79,0.6251378105168838,23387,3523,6,67.95,0.33,2.2,1416,SmallFamilyCar,Illinois
2004-10-31,2004,Oct,0,103.79,0.6689497054857053,58175,3523,6,67.95,0.33,2.2,1455,ExecutiveCar,Illinois
2004-11-30,2004,Nov,0,98.93,0.8208973977835469,37311,2086,8,24.13,-1.82,2.4,4470,MediumFamilyCar,California
2004-11-30,2004,Nov,0,98.93,0.8240383371947934,52000,2086,8,24.13,-1.82,2.4,4510,ExecutiveCar,California
2004-11-30,2004,Nov,0,98.93,0.8699829313354531,21711,2086,8,24.13,-1.82,2.4,4527,SmallFamilyCar,California
2004-11-30,2004,Nov,0,98.93,0.8625228854147688,72049,2086,8,24.13,-1.82,2.4,4511,Sports,California
2004-11-30,2004,Nov,0,98.93,0.833222169060843,16742,2086,8,24.13,-1.82,2.4,4476,SuperMiniCar,California
2004-12-31,2004,Dec,0,92.64,1.37,37186,2724,6,18.84,-0.28,2.3,8793,MediumFamilyCar,Illinois
2004-12-31,2004,Dec,0,92.64,1.45,23020,2724,6,18.84,-0.28,2.3,8825,SmallFamilyCar,Illinois
2004-12-31,2004,Dec,0,92.64,1.33,75423,2724,6,18.84,-0.28,2.3,8790,Sports,Illinois
2004-12-31,2004,Dec,0,92.64,1.4,16925,2724,6,18.84,-0.28,2.3,8780,SuperMiniCar,Illinois
2005-01-31,2005,Jan,0,98.0,0.34,32065,2383,8,62.03,0.7,1.6,2266,MediumFamilyCar,Illinois
2005-01-31,2005,Jan,0,98.0,0.46,74548,2383,8,62.03,0.7,1.6,2306,Sports,Illinois
2005-01-31,2005,Jan,0,98.0,0.36,20795,2383,8,62.03,0.7,1.6,2270,SmallFamilyCar,Illinois
2005-01-31,2005,Jan,0,98.0,0.47,59860,2383,8,62.03,0.7,1.6,2308,ExecutiveCar,Illinois
2005-01-31,2005,Jan,0,98.0,0.46,15619,2383,8,62.03,0.7,1.6,2284,SuperMiniCar,Illinois
2005-02-28,2005,Feb,0,91.52,0.39,16274,3608,3,37.97,-0.63,1.4,1966,SuperMiniCar,Illinois
2005-02-28,2005,Feb,0,91.52,0.48,73108,3608,3,37.97,-0.63,1.4,1969,Sports,Illinois
2005-02-28,2005,Feb,0,91.52,0.43,55989,3608,3,37.97,-0.63,1.4,1938,ExecutiveCar,Illinois
2005-02-28,2005,Feb,0,91.52,0.36,24036,3608,3,37.97,-0.63,1.4,1936,SmallFamilyCar,Illinois
2005-03-31,2005,Mar,0,115.42,0.84,15956,1326,3,61.62,0.38,2.6,7978,SuperMiniCar,Illinois
2005-03-31,2005,Mar,0,115.42,0.93,25068,1326,3,61.62,0.38,2.6,7968,SmallFamilyCar,Illinois
2005-03-31,2005,Mar,0,115.42,0.88,77158,1326,3,61.62,0.38,2.6,7977,Sports,Illinois
2005-04-30,2005,Apr,0,118.04,1.0,30768,2792,3,64.3,0.04,2.3,3463,MediumFamilyCar,California
2005-04-30,2005,Apr,0,118.04,1.0,51460,2792,3,64.3,0.04,2.3,3421,ExecutiveCar,California
2005-04-30,2005,Apr,0,118.04,1.0,77400,2792,3,64.3,0.04,2.3,3461,Sports,California
2005-05-31,2005,May,0,93.14,1.5,24688,2759,4,16.12,-2.99,1.2,4465,SmallFamilyCar,California
2005-05-31,2005,May,0,93.14,1.5,16939,2759,4,16.12,-2.99,1.2,4479,SuperMiniCar,California
2005-05-31,2005,May,0,93.14,1.5,57190,2759,4,16.12,-2.99,1.2,4470,ExecutiveCar,California
2005-05-31,2005,May,0,93.14,1.5,73170,2759,4,16.12,-2.99,1.2,4447,Sports,California
2005-06-30,2005,Jun,0,102.76,0.87,57140,4212,9,63.74,0.75,1.4,7911,ExecutiveCar,New York
2005-06-30,2005,Jun,0,102.76,0.82,35490,4212,9,63.74,0.75,1.4,7963,MediumFamilyCar,New York
2005-06-30,2005,Jun,0,102.76,0.85,18953,4212,9,63.74,0.75,1.4,7912,SuperMiniCar,New York
2005-06-30,2005,Jun,0,102.76,0.78,25233,4212,9,63.74,0.75,1.4,7939,SmallFamilyCar,New York
2005-06-30,2005,Jun,0,102.76,0.83,79874,4212,9,63.74,0.75,1.4,7936,Sports,New York
2005-07-31,2005,Jul,0,86.75,0.5,53636,1989,8,38.5,-0.66,1.0,3306,ExecutiveCar,Georgia
2005-07-31,2005,Jul,0,86.75,0.5,23111,1989,8,38.5,-0.66,1.0,3375,SmallFamilyCar,Georgia
2005-07-31,2005,Jul,0,86.75,0.5,72255,1989,8,38.5,-0.66,1.0,3332,Sports,Georgia
2005-07-31,2005,Jul,0,86.75,0.5,17381,1989,8,38.5,-0.66,1.0,3327,SuperMiniCar,Georgia
2005-07-31,2005,Jul,0,86.75,0.5,36645,1989,8,38.5,-0.66,1.0,3311,MediumFamilyCar,Georgia
2005-08-31,2005,Aug,0,110.73,0.25,21324,3262,9,42.1,0.09,1.5,1248,SmallFamilyCar,Illinois
2005-08-31,2005,Aug,0,110.73,0.25,35083,3262,9,42.1,0.09,1.5,1213,MediumFamilyCar,Illinois
2005-08-31,2005,Aug,0,110.73,0.25,54809,3262,9,42.1,0.09,1.5,1205,ExecutiveCar,Illinois
2005-08-31,2005,Aug,0,110.73,0.25,15968,3262,9,42.1,0.09,1.5,1220,SuperMiniCar,Illinois
2005-08-31,2005,Aug,0,110.73,0.25,71154,3262,9,42.1,0.09,1.5,1204,Sports,Illinois
2005-09-30,2005,Sep,0,110.47,0.91,26367,3482,4,48.84,0.14,2.2,7467,SmallFamilyCar,California
2005-09-30,2005,Sep,0,110.47,0.85,16316,3482,4,48.84,0.14,2.2,7485,SuperMiniCar,California
2005-09-30,2005,Sep,0,110.47,0.87,74499,3482,4,48.84,0.14,2.2,7474,Sports,California
2005-10-31,2005,Oct,0,97.05,0.6869651646444224,35232,4962,4,66.23,0.26,1.8,3759,MediumFamilyCar,Georgia
2005-10-31,2005,Oct,0,97.05,0.6348764686307652,16043,4962,4,66.23,0.26,1.8,3731,SuperMiniCar,Georgia
2005-10-31,2005,Oct,0,97.05,0.6527158302341132,20317,4962,4,66.23,0.26,1.8,3717,SmallFamilyCar,Georgia
2005-10-31,2005,Oct,0,97.05,0.6868857344808291,76295,4962,4,66.23,0.26,1.8,3775,Sports,Georgia
2005-10-31,2005,Oct,0,97.05,0.6949917427737341,54178,4962,4,66.23,0.26,1.8,3748,ExecutiveCar,Georgia
2005-11-30,2005,Nov,0,100.17,0.8295151465152917,22396,1951,7,13.61,-3.87,1.7,1701,SmallFamilyCar,Georgia
2005-11-30,2005,Nov,0,100.17,0.8586389476490334,76197,1951,7,13.61,-3.87,1.7,1704,Sports,Georgia
2005-11-30,2005,Nov,0,100.17,0.8255015156063364,57245,1951,7,13.61,-3.87,1.7,1793,ExecutiveCar,Georgia
2005-11-30,2005,Nov,0,100.17,0.8204175939156988,15281,1951,7,13.61,-3.87,1.7,1772,SuperMiniCar,Georgia
2005-12-31,2005,Dec,0,99.06,1.02,79888,1722,6,40.16,0.66,2.8,6212,Sports,Georgia
2005-12-31,2005,Dec,0,99.06,1.43,35797,1722,6,40.16,0.66,2.8,6221,MediumFamilyCar,Georgia
2005-12-31,2005,Dec,0,99.06,1.11,56600,1722,6,40.16,0.66,2.8,6219,ExecutiveCar,Georgia
2006-01-31,2006,Jan,0,83.82,0.44,55997,4389,6,52.39,0.23,1.9,990,ExecutiveCar,Illinois
2006-01-31,2006,Jan,0,83.82,0.38,39138,4389,6,52.39,0.23,1.9,968,MediumFamilyCar,Illinois
2006-01-31,2006,Jan,0,83.82,0.35,22162,4389,6,52.39,0.23,1.9,964,SmallFamilyCar,Illinois
2006-01-31,2006,Jan,0,83.82,0.37,17844,4389,6,52.39,0.23,1.9,992,SuperMiniCar,Illinois
2006-01-31,2006,Jan,0,83.82,0.5,71648,4389,6,52.39,0.23,1.9,978,Sports,Illinois
2006-02-28,2006,Feb,0,115.46,0.37,34926,3079,5,54.42,0.04,1.6,785,MediumFamilyCar,California
2006-02-28,2006,Feb,0,115.46,0.5,75539,3079,5,54.42,0.04,1.6,831,Sports,California
2006-02-28,2006,Feb,0,115.46,0.41,16058,3079,5,54.42,0.04,1.6,802,SuperMiniCar,California
2006-02-28,2006,Feb,0,115.46,0.48,22745,3079,5,54.42,0.04,1.6,823,SmallFamilyCar,California
2006-03-31,2006,Mar,0,92.33,0.75,19293,3717,4,52.67,-0.03,2.7,3536,SuperMiniCar,California
2006-03-31,2006,Mar,0,92.33,0.9,52048,3717,4,52.67,-0.03,2.7,3525,ExecutiveCar,California
2006-03-31,2006,Mar,0,92.33,0.84,79637,3717,4,52.67,-0.03,2.7,3522,Sports,California
2006-04-30,2006,Apr,0,92.4,1.0,17532,3332,8,20.3,-1.59,1.4,2465,SuperMiniCar,California
2006-04-30,2006,Apr,0,92.4,1.0,74199,3332,8,20.3,-1.59,1.4,2460,Sports,California
2006-04-30,2006,Apr,0,92.4,1.0,25442,3332,8,20.3,-1.59,1.4,2460,SmallFamilyCar,California
2006-04-30,2006,Apr,0,92.4,1.0,54780,3332,8,20.3,-1.59,1.4,2406,ExecutiveCar,California
2006-04-30,2006,Apr,0,92.4,1.0,36016,3332,8,20.3,-1.59,1.4,2417,MediumFamilyCar,California
2006-05-31,2006,May,0,98.5,1.5,50716,4376,7,29.86,0.32,1.8,4564,ExecutiveCar,New York
2006-05-31,2006,May,0,98.5,1.5,33335,4376,7,29.86,0.32,1.8,4550,MediumFamilyCar,New York
2006-05-31,2006,May,0,98.5,1.5,78445,4376,7,29.86,0.32,1.8,4545,Sports,New York
2006-05-31,2006,May,0,98.5,1.5,18828,4376,7,29.86,0.32,1.8,4552,SuperMiniCar,New York
2006-05-31,2006,May,0,98.5,1.5,21591,4376,7,29.86,0.32,1.8,4605,SmallFamilyCar,New York
2006-06-30,2006,Jun,0,109.96,0.98,38038,1428,7,33.31,0.1,1.1,4799,MediumFamilyCar,Georgia
2006-06-30,2006,Jun,0,109.96,0.82,23111,1428,7,33.31,0.1,1.1,4835,SmallFamilyCar,Georgia
2006-06-30,2006,Jun,0,109.96,0.94,57939,1428,7,33.31,0.1,1.1,4793,ExecutiveCar,Georgia
2006-06-30,2006,Jun,0,109.96,0.97,72557,1428,7,33.31,0.1,1.1,4858,Sports,Georgia
2006-07-31,2006,Jul,0,94.09,0.5,34873,2500,9,59.16,0.44,2.9,1362,MediumFamilyCar,New York
2006-07-31,2006,Jul,0,94.09,0.5,25985,2500,9,59.16,0.44,2.9,1420,SmallFamilyCar,New York
2006-07-31,2006,Jul,0,94.09,0.5,16008,2500,9,59.16,0.44,2.9,1419,SuperMiniCar,New York
2006-07-31,2006,Jul,0,94.09,0.5,75592,2500,9,59.16,0.44,2.9,1427,Sports,New York
2006-08-31,2006,Aug,0,80.48,0.25,70098,1285,6,28.67,-1.06,2.5,864,Sports,New York
2006-08-31,2006,Aug,0,80.48,0.25,31481,1285,6,28.67,-1.06,2.5,846,MediumFamilyCar,New York
2006-08-31,2006,Aug,0,80.48,0.25,26183,1285,6,28.67,-1.06,2.5,902,SmallFamilyCar,New York
2006-09-30,2006,Sep,0,91.13,0.8,23930,4215,4,24.72,-0.16,1.8,5685,SmallFamilyCar,New York
2006-09-30,2006,Sep,0,91.13,0.82,72200,4215,4,24.72,-0.16,1.8,5720,Sports,New York
2006-09-30,2006,Sep,0,91.13,0.83,16229,4215,4,24.72,-0.16,1.8,5624,SuperMiniCar,New York
2006-09-30,2006,Sep,0,91.13,0.8,36305,4215,4,24.72,-0.16,1.8,5635,MediumFamilyCar,New York
2006-10-31,2006,Oct,0,104.24,0.6319030917693405,33451,4495,5,68.03,0.64,2.4,2288,MediumFamilyCar,New York
2006-10-31,2006,Oct,0,104.24,0.6647305854108972,72961,4495,5,68.03,0.64,2.4,2252,Sports,New York
2006-10-31,2006,Oct,0,104.24,0.605740624620397,55565,4495,5,68.03,0.64,2.4,2217,ExecutiveCar,New York
2006-10-31,2006,Oct,0,104.24,0.6542585389377726,21996,4495,5,68.03,0.64,2.4,2241,SmallFamilyCar,New York
2006-11-30,2006,Nov,0,121.9,0.8935138280400708,74973,4090,4,13.01,-4.23,1.6,4155,Sports,California
2006-11-30,2006,Nov,0,121.9,0.8541652116753041,25868,4090,4,13.01,-4.23,1.6,4154,SmallFamilyCar,California
2006-11-30,2006,Nov,0,121.9,0.8363345397590212,16035,4090,4,13.01,-4.23,1.6,4209,SuperMiniCar,California
2006-11-30,2006,Nov,0,121.9,0.886643709527855,30054,4090,4,13.01,-4.23,1.6,4173,MediumFamilyCar,California
2006-11-30,2006,Nov,0,121.9,0.8032208711094531,54544,4090,4,13.01,-4.23,1.6,4161,ExecutiveCar,California
2006-12-31,2006,Dec,0,87.4,1.05,54976,3065,9,70.37,0.82,1.5,5508,ExecutiveCar,Illinois
2006-12-31,2006,Dec,0,87.4,1.47,21312,3065,9,70.37,0.82,1.5,5477,SmallFamilyCar,Illinois
2006-12-31,2006,Dec,0,87.4,1.05,37643,3065,9,70.37,0.82,1.5,5490,MediumFamilyCar,Illinois
2006-12-31,2006,Dec,0,87.4,1.0,19585,3065,9,70.37,0.82,1.5,5485,SuperMiniCar,Illinois
2006-12-31,2006,Dec,0,87.4,1.24,74433,3065,9,70.37,0.82,1.5,5497,Sports,Illinois
2007-01-31,2007,Jan,1,87.03,0.41,72869,1238,3,51.76,-0.36,2.8,809,Sports,New York
2007-01-31,2007,Jan,1,87.03,0.47,33462,2298,3,51.76,-0.36,2.8,2035,MediumFamilyCar,New York
2007-01-31,2007,Jan,1,87.03,0.39,21285,2298,3,51.76,-0.36,2.8,2042,SmallFamilyCar,New York
